Delivery_Date,Delivery_ID,Delivery_Partner,Package_Type,Vehicle_Type,Delivery_Mode,Region,Weather_Condition,Distance_KM,Package_Weight_KG,Delivery_Time,Expected_Time,Delayed,Delivery_Status,Delivery_Rating,Delivery_Cost
07-10-2025,1949350,ecom express,furniture,ev bike,two day,north,hot,222.5,17.4,05:30:00 PM, 05:25:00 PM,no,delivered,3,1164.79
08-10-2025,1949440,ekart,pharmacy,bike,express,west,hot,95.8,39.9,06:00:00 PM, 05:40:00 PM,no,delivered,3,648.64
09-10-2025,1949530,fedex,cosmetics,van,same day,central,foggy,166.3,2.4,06:15:00 PM, 06:10:00 PM,no,delivered,4,938.58
10-10-2025,1949620,fedex,furniture,bike,express,south,foggy,193.3,45.3,06:30:00 PM, 06:28:00 PM,yes,delayed,2,1152.34
11-10-2025,1949710,xpressbees,automobile parts,truck,same day,south,rainy,169.4,44.8,06:45:00 PM,11:00:00 PM,yes,failed,1,1081.31
12-10-2025,1949800,ecom express,automobile parts,ev van,standard,central,rainy,174.1,5.5,07:00:00 PM, 06:28:00 PM,no,delivered,4,887.12
13-10-2025,1949890,dhl,electronics,scooter,same day,north,stormy,19.4,19.6,07:15:00 PM, 07:10:00 PM,no,delivered,3,255.68
14-10-2025,1949980,dhl,electronics,van,same day,north,foggy,137.2,39.7,07:30:00 PM, 07:15:00 PM,no,delivered,4,905.04
15-10-2025,1950070,xpressbees,furniture,truck,two day,west,rainy,174,48.5,07:45:00 PM, 07:30:00 PM,no,delivered,4,1015.59
16-10-2025,1950160,ecom express,fragile items,bike,express,north,clear,33.4,40.8,08:00:00 PM, 07:40:00 PM,yes,delayed,3,339.52
17-10-2025,1950250,ecom express,furniture,scooter,express,west,cold,55.5,8.1,08:15:00 PM, 08:10:00 PM,no,delivered,4,351.86
18-10-2025,1950340,xpressbees,clothing,scooter,standard,east,hot,171,15.4,08:30:00 PM, 08:28:00 PM,no,delivered,4,901.23
19-10-2025,1950430,xpressbees,pharmacy,bike,same day,east,clear,53.2,18.3,08:45:00 PM, 08:30:00 PM,no,delivered,4,420.78
20-10-2025,1950520,xpressbees,automobile parts,ev bike,two day,central,stormy,154.1,13.7,09:00:00 PM, 08:28:00 PM,no,delivered,4,811.48
21-10-2025,1950610,ecom express,clothing,ev bike,same day,west,hot,67,24.8,10:30:00 AM,10:25:00 AM,no,delivered,4,509.31
22-10-2025,1950700,delhivery,furniture,bike,two day,south,stormy,53.9,28.6,10:45:00 AM,10:35:00 AM,no,delivered,4,355.21
23-10-2025,1950790,shadowfax,pharmacy,bike,standard,west,hot,238.1,31.6,11:00:00 AM,10:45:00 AM,no,delivered,5,1285.3
24-10-2025,1950880,delhivery,groceries,bike,same day,north,stormy,243.3,6.6,11:15:00 AM,12:00:00 PM,yes,delayed,3,1336.39
25-10-2025,1950970,shadowfax,electronics,ev van,standard,north,rainy,99.7,5.8,11:30:00 AM,11:05:00 AM,no,delivered,5,515.9
26-10-2025,1951060,dhl,cosmetics,truck,express,south,foggy,97.7,37.1,11:45:00 AM,11:15:00 AM,no,delivered,3,649.89
27-10-2025,1951150,ekart,cosmetics,truck,express,south,hot,124.4,48.2,12:00:00 PM,11:00:00 PM,yes,failed,1,816.54
28-10-2025,1951240,ecom express,pharmacy,bike,express,central,cold,60.5,24.1,12:15:00 PM,11:35:00 AM,no,delivered,3,424.83
29-10-2025,1951330,xpressbees,pharmacy,bike,same day,east,foggy,165.4,40.5,12:30:00 PM,11:45:00 AM,yes,delayed,2,1048.38
30-10-2025,1951420,shadowfax,pharmacy,ev van,two day,east,foggy,291.6,5.5,12:45:00 PM,11:55:00 AM,no,delivered,4,1474.56
31-10-2025,1951510,amazon logistics,documents,ev van,same day,west,cold,228.8,11,01:00:00 PM,12:05:00 PM,yes,delayed,3,1277.12
01-10-2025,1951600,delhivery,electronics,truck,standard,east,rainy,84.5,46.4,01:15:00 PM,12:15:00 PM,no,delivered,5,561.79
02-10-2025,1951690,shadowfax,automobile parts,bike,two day,west,foggy,106.1,42.7,02:24:00 PM,02:20:00 PM,no,delivered,3,658.66
03-10-2025,1951780,blue dart,clothing,bike,express,east,hot,59,22.5,02:30:00 PM,02:25:00 PM,no,delivered,4,412.5
04-10-2025,1951870,ekart,fragile items,ev van,same day,east,rainy,210.2,49.3,02:36:00 PM,02:30:00 PM,no,delivered,3,1298.75
05-10-2025,1951960,blue dart,furniture,truck,two day,central,stormy,102.1,40.5,02:42:00 PM,02:35:00 PM,no,delivered,3,631.88
06-10-2025,1952050,fedex,furniture,scooter,express,west,cold,262.8,23.9,02:48:00 PM,02:40:00 PM,yes,delayed,2,1435.55
07-10-2025,1952140,shadowfax,electronics,bike,same day,north,cold,216.9,11.1,02:54:00 PM,02:45:00 PM,no,delivered,3,1217.89
08-10-2025,1952230,xpressbees,automobile parts,truck,same day,north,stormy,108.4,20,03:00:00 PM,02:50:00 PM,no,delivered,5,702.12
09-10-2025,1952320,dhl,furniture,ev van,same day,east,clear,116,28,03:06:00 PM,02:55:00 PM,no,delivered,5,764.12
10-10-2025,1952410,ecom express,fragile items,ev van,express,south,hot,40.9,8.8,03:12:00 PM,03:00:00 PM,yes,delayed,2,280.96
11-10-2025,1952500,dhl,fragile items,ev bike,same day,east,cold,141.6,10.9,03:18:00 PM,03:05:00 PM,no,delivered,3,840.55
12-10-2025,1952590,blue dart,clothing,bike,two day,east,foggy,280,20.9,03:24:00 PM,03:10:00 PM,no,delivered,4,1462.76
13-10-2025,1952680,delhivery,automobile parts,ev bike,two day,central,hot,191.8,13.3,03:30:00 PM,03:15:00 PM,no,delivered,4,999.02
14-10-2025,1952770,blue dart,pharmacy,ev bike,express,south,foggy,145.3,18.1,03:36:00 PM,03:20:00 PM,yes,delayed,2,830.74
15-10-2025,1952860,fedex,clothing,ev van,standard,west,cold,122.9,45.7,03:42:00 PM,03:25:00 PM,no,delivered,3,751.45
16-10-2025,1952950,dhl,pharmacy,bike,two day,central,cold,184.2,33.3,03:48:00 PM,03:30:00 PM,no,delivered,5,1020.9
17-10-2025,1953040,amazon logistics,pharmacy,ev van,same day,south,stormy,272.1,32.7,03:54:00 PM,03:35:00 PM,yes,delayed,2,1558.6
18-10-2025,1953130,blue dart,pharmacy,ev bike,standard,central,stormy,119.3,40.3,04:00:00 PM,03:40:00 PM,no,delivered,4,717.34
19-10-2025,1953220,ekart,documents,ev bike,two day,central,hot,184.6,27.6,04:06:00 PM,03:45:00 PM,no,delivered,4,1005.77
20-10-2025,1953310,ecom express,automobile parts,bike,same day,south,hot,294.4,25,04:12:00 PM,03:50:00 PM,no,delivered,4,1632.72
21-10-2025,1953400,delhivery,documents,ev van,two day,west,rainy,179.1,11.4,04:18:00 PM,03:55:00 PM,no,delivered,4,929.76
22-10-2025,1953490,dhl,furniture,bike,express,south,cold,208,49.5,04:24:00 PM,11:00:00 PM,yes,failed,1,1239.91
23-10-2025,1953580,blue dart,fragile items,scooter,express,north,stormy,263.9,36.2,04:30:00 PM,04:05:00 PM,yes,delayed,3,1478.01
24-10-2025,1953670,fedex,electronics,bike,standard,south,hot,137.4,34.2,04:36:00 PM,04:10:00 PM,no,delivered,4,789.51
25-10-2025,1953760,ecom express,groceries,scooter,express,north,clear,19,17,04:42:00 PM,04:15:00 PM,no,delivered,4,195.97
26-10-2025,1953850,ekart,furniture,truck,same day,east,hot,131.9,10.1,04:48:00 PM,04:20:00 PM,no,delivered,4,789.74
27-10-2025,1953940,dhl,cosmetics,ev van,two day,south,rainy,40.5,34.9,04:54:00 PM,04:25:00 PM,no,delivered,5,307.2
28-10-2025,1954030,fedex,fragile items,ev van,standard,central,clear,266.7,21.6,05:00:00 PM,04:30:00 PM,no,delivered,3,1398.36
29-10-2025,1954120,amazon logistics,fragile items,bike,standard,east,hot,238.3,30.7,05:06:00 PM,04:35:00 PM,no,delivered,4,1283.69
30-10-2025,1954210,ecom express,groceries,ev van,express,south,rainy,229.4,6.1,05:12:00 PM,04:40:00 PM,yes,delayed,3,1215.18
31-10-2025,1954300,delhivery,furniture,bike,standard,south,rainy,125.3,42.5,05:18:00 PM,04:45:00 PM,no,delivered,4,753.85
01-10-2025,1954390,fedex,electronics,ev bike,express,south,hot,226.1,38.5,05:24:00 PM,04:50:00 PM,no,delivered,3,1296.12
02-10-2025,1954480,xpressbees,fragile items,scooter,same day,north,foggy,173.8,39.3,05:30:00 PM,04:55:00 PM,no,delivered,5,1086.78
03-10-2025,1954570,delhivery,documents,ev bike,express,east,cold,32.7,37.9,05:36:00 PM,05:00:00 PM,no,delivered,3,327.14
04-10-2025,1954660,amazon logistics,furniture,van,express,north,stormy,47.3,11.6,05:42:00 PM,05:05:00 PM,yes,delayed,2,321.21
05-10-2025,1954750,ekart,cosmetics,ev van,express,east,foggy,248.1,1.2,05:48:00 PM,05:10:00 PM,no,delivered,5,1294.01
06-10-2025,1954840,fedex,cosmetics,truck,two day,west,hot,263.2,29.8,05:54:00 PM,05:15:00 PM,no,delivered,4,1405.34
07-10-2025,1954930,ecom express,electronics,truck,express,west,hot,193.4,27.1,06:00:00 PM,05:20:00 PM,no,delivered,3,1098.39
08-10-2025,1955020,shadowfax,cosmetics,van,same day,north,stormy,75.1,25.2,06:06:00 PM,11:00:00 PM,yes,failed,2,551.07
09-10-2025,1955110,ecom express,groceries,scooter,standard,west,clear,271.4,21,06:12:00 PM,05:30:00 PM,no,delivered,5,1420
10-10-2025,1955200,shadowfax,groceries,truck,standard,east,rainy,262.8,30.6,06:18:00 PM,05:35:00 PM,no,delivered,3,1405.77
11-10-2025,1955290,blue dart,clothing,truck,express,west,clear,212.6,27.1,06:24:00 PM,05:40:00 PM,yes,delayed,3,1194.21
12-10-2025,1955380,xpressbees,cosmetics,bike,same day,east,stormy,229.2,37.8,06:30:00 PM,05:45:00 PM,yes,delayed,3,1359.43
13-10-2025,1955470,shadowfax,furniture,bike,express,east,clear,33.6,43.3,06:36:00 PM,05:50:00 PM,no,delivered,3,347.96
14-10-2025,1955560,ekart,electronics,van,express,east,cold,227,8.9,06:42:00 PM,11:00:00 PM,yes,failed,1,1211.64
15-10-2025,1955650,delhivery,clothing,ev bike,same day,north,clear,262.9,28.5,06:48:00 PM,06:00:00 PM,no,delivered,4,1500.12
16-10-2025,1955740,shadowfax,cosmetics,van,express,east,stormy,203.9,26.4,06:54:00 PM,06:05:00 PM,yes,delayed,2,1148.55
17-10-2025,1955830,shadowfax,electronics,van,express,west,clear,280,30,07:00:00 PM,06:10:00 PM,no,delivered,3,1540.09
18-10-2025,1955920,xpressbees,furniture,ev van,standard,central,cold,28.1,9.1,07:06:00 PM,06:15:00 PM,no,delivered,4,167.77
19-10-2025,1956010,blue dart,cosmetics,scooter,standard,east,clear,48.1,9.7,07:12:00 PM,06:20:00 PM,no,delivered,5,269.72
20-10-2025,1956100,fedex,automobile parts,van,two day,south,hot,296.7,16,07:18:00 PM,06:25:00 PM,no,delivered,3,1531.35
21-10-2025,1956190,amazon logistics,clothing,ev van,same day,south,hot,263.8,24.1,07:24:00 PM,06:30:00 PM,no,delivered,5,1491.15
22-10-2025,1956280,ecom express,documents,truck,express,central,stormy,78.5,16.1,07:30:00 PM,11:00:00 PM,yes,failed,1,490.68
23-10-2025,1956370,ecom express,clothing,bike,standard,central,foggy,279,19.7,07:36:00 PM,06:40:00 PM,no,delivered,5,1454.07
24-10-2025,1956460,blue dart,fragile items,scooter,two day,south,cold,16.4,5.1,07:42:00 PM,06:45:00 PM,no,delivered,4,97.18
25-10-2025,1956550,blue dart,pharmacy,ev van,express,west,stormy,136.4,26.7,07:48:00 PM,11:00:00 PM,yes,failed,1,812.07
26-10-2025,1956640,shadowfax,automobile parts,ev bike,express,central,clear,58.9,9.7,07:54:00 PM,06:55:00 PM,yes,delayed,2,373.54
27-10-2025,1956730,fedex,electronics,ev van,same day,east,foggy,277.3,41.1,08:00:00 PM,07:00:00 PM,no,delivered,5,1609.92
28-10-2025,1956820,ekart,cosmetics,van,standard,east,stormy,297.1,26.6,08:06:00 PM,07:05:00 PM,no,delivered,3,1574.39
29-10-2025,1956910,delhivery,electronics,truck,same day,central,foggy,34.2,15.9,08:12:00 PM,07:10:00 PM,no,delivered,3,318.7
30-10-2025,1957000,blue dart,electronics,bike,two day,west,foggy,265,16.2,08:18:00 PM,07:15:00 PM,no,delivered,3,1373.51
31-10-2025,1957090,dhl,groceries,ev bike,standard,west,clear,20.6,11.1,08:24:00 PM,07:20:00 PM,no,delivered,4,136.27
01-10-2025,1957180,xpressbees,groceries,truck,two day,central,rainy,281.6,20.6,08:30:00 PM,07:25:00 PM,no,delivered,4,1469.71
02-10-2025,1957270,delhivery,groceries,bike,express,central,stormy,276.4,43,08:36:00 PM,07:30:00 PM,yes,delayed,3,1560.91
03-10-2025,1957360,delhivery,electronics,ev van,standard,west,cold,240.2,23.3,08:42:00 PM,07:35:00 PM,no,delivered,3,1270.96
04-10-2025,1957450,ekart,furniture,van,express,west,clear,9,31.7,08:48:00 PM,07:40:00 PM,no,delivered,3,190.04
05-10-2025,1957540,amazon logistics,groceries,ev van,standard,south,rainy,81.1,42.8,08:54:00 PM,07:45:00 PM,no,delivered,4,533.81
06-10-2025,1957630,ecom express,automobile parts,ev van,express,west,cold,161.1,33,09:00:00 PM,07:50:00 PM,yes,delayed,3,954.62
07-10-2025,1957720,dhl,fragile items,van,standard,south,foggy,134.9,3.5,10:25:00 AM,10:10:00 AM,no,delivered,4,685
08-10-2025,1957810,delhivery,groceries,bike,same day,south,rainy,132.9,20.7,10:30:00 AM,12:00:00 PM,yes,failed,1,826.57
09-10-2025,1957900,delhivery,cosmetics,bike,express,central,stormy,207.4,9.4,10:35:00 AM,12:00:00 PM,yes,delayed,2,1115.14
10-10-2025,1957990,amazon logistics,pharmacy,scooter,same day,east,rainy,44.7,17.8,10:40:00 AM,10:40:00 AM,no,delivered,3,376.84
11-10-2025,1958080,fedex,furniture,scooter,standard,west,cold,190.1,31,10:45:00 AM,10:50:00 AM,no,delivered,5,1043.38
12-10-2025,1958170,delhivery,automobile parts,van,standard,west,rainy,45.6,8.3,10:50:00 AM,11:00:00 AM,no,delivered,3,253.02
13-10-2025,1958260,amazon logistics,pharmacy,ev van,express,west,stormy,80.1,20.6,10:55:00 AM,12:00:00 PM,yes,failed,1,512.36
14-10-2025,1958350,fedex,furniture,ev bike,same day,central,clear,177.8,33.3,11:00:00 AM,11:20:00 AM,no,delivered,4,1088.81
15-10-2025,1958440,dhl,pharmacy,scooter,two day,central,cold,207.3,23.3,11:05:00 AM,11:30:00 AM,no,delivered,5,1106.28
16-10-2025,1958530,fedex,fragile items,ev bike,two day,central,rainy,69.9,33.1,11:10:00 AM,11:40:00 AM,no,delivered,5,448.65
17-10-2025,1958620,ekart,cosmetics,bike,standard,central,hot,93.8,49.5,11:15:00 AM,11:50:00 AM,no,delivered,5,617.95
18-10-2025,1958710,ecom express,furniture,bike,two day,north,cold,228.9,14.8,11:20:00 AM,12:00:00 PM,no,delivered,3,1188.99
19-10-2025,1958800,amazon logistics,clothing,truck,express,east,stormy,173.8,43,11:25:00 AM,12:00:00 PM,yes,delayed,3,1048.09
20-10-2025,1958890,blue dart,pharmacy,scooter,standard,west,clear,93.9,19.7,11:30:00 AM,11:24:00 AM,no,delivered,5,528.48
21-10-2025,1958980,xpressbees,groceries,van,standard,central,foggy,164.9,47.2,11:35:00 AM,11:30:00 AM,no,delivered,5,966.04
22-10-2025,1959070,blue dart,automobile parts,ev bike,two day,south,foggy,40,42.8,11:40:00 AM,11:30:00 AM,no,delivered,4,328.34
23-10-2025,1959160,fedex,automobile parts,van,same day,central,clear,126.8,36.4,11:45:00 AM,11:30:00 AM,no,delivered,5,843.32
24-10-2025,1959250,xpressbees,electronics,scooter,standard,west,foggy,236.5,29.3,11:50:00 AM,11:30:00 AM,no,delivered,5,1270.46
25-10-2025,1959340,delhivery,automobile parts,ev van,two day,east,stormy,264.1,19.1,11:55:00 AM,11:39:00 AM,no,delivered,5,1377.71
26-10-2025,1959430,xpressbees,automobile parts,scooter,express,south,hot,3.6,19,12:00:00 PM,11:48:00 AM,no,delivered,4,122.85
27-10-2025,1959520,ekart,automobile parts,truck,standard,east,rainy,210.8,38.7,12:05:00 PM,12:02:00 PM,no,delivered,4,1169.95
28-10-2025,1959610,xpressbees,furniture,bike,express,east,stormy,4.3,17.9,12:10:00 PM,11:00:00 PM,yes,failed,2,125.26
29-10-2025,1959700,fedex,documents,bike,two day,south,hot,223.6,46.6,12:15:00 PM,12:08:00 PM,no,delivered,5,1257.68
30-10-2025,1959790,delhivery,pharmacy,ev bike,express,east,clear,255,0.7,12:20:00 PM,12:11:00 PM,yes,delayed,2,1326.2
31-10-2025,1959880,xpressbees,fragile items,ev van,standard,east,foggy,277,40.8,12:25:00 PM,12:14:00 PM,no,delivered,4,1507.4
01-10-2025,1959970,ekart,furniture,bike,express,central,clear,29,38.1,12:30:00 PM,12:17:00 PM,yes,delayed,3,309.24
02-10-2025,1960060,ecom express,automobile parts,ev van,two day,north,hot,4.6,25.7,12:35:00 PM,12:20:00 PM,no,delivered,3,100.19
03-10-2025,1960150,amazon logistics,documents,scooter,standard,west,stormy,111.2,44.1,12:40:00 PM,12:23:00 PM,no,delivered,4,688.15
04-10-2025,1960240,blue dart,fragile items,ev van,express,north,stormy,77,2.3,12:45:00 PM,12:26:00 PM,yes,delayed,3,441.96
05-10-2025,1960330,shadowfax,electronics,truck,same day,south,hot,124,23.8,12:50:00 PM,12:29:00 PM,no,delivered,4,791.52
06-10-2025,1960420,dhl,fragile items,ev bike,standard,central,cold,50.7,0.7,12:55:00 PM,12:32:00 PM,no,delivered,4,255.6
07-10-2025,1960510,shadowfax,automobile parts,bike,same day,west,stormy,231.4,12.1,01:00:00 PM,11:00:00 PM,yes,failed,1,1293.33
08-10-2025,1960600,shadowfax,cosmetics,bike,two day,south,rainy,196.8,38.7,01:05:00 PM,12:38:00 PM,no,delivered,4,1100.16
09-10-2025,1960690,ekart,pharmacy,ev van,same day,west,stormy,119,19.4,01:10:00 PM,12:41:00 PM,no,delivered,5,753.08
10-10-2025,1960780,shadowfax,groceries,bike,standard,central,hot,211.1,19.2,01:15:00 PM,12:44:00 PM,no,delivered,3,1112.98
11-10-2025,1960870,ekart,fragile items,ev van,same day,south,cold,103.9,21.6,01:20:00 PM,12:47:00 PM,no,delivered,3,684.42
12-10-2025,1960960,ecom express,clothing,bike,two day,west,stormy,171.6,34.5,01:25:00 PM,12:50:00 PM,no,delivered,3,961.41
13-10-2025,1961050,ecom express,documents,truck,standard,south,foggy,136.2,31.4,01:30:00 PM,12:53:00 PM,no,delivered,5,775.29
14-10-2025,1961140,blue dart,clothing,van,standard,south,foggy,100.3,42.2,01:35:00 PM,12:56:00 PM,no,delivered,4,628.22
15-10-2025,1961230,xpressbees,documents,van,same day,central,rainy,18.4,31.7,01:40:00 PM,12:59:00 PM,no,delivered,4,286.95
16-10-2025,1961320,ecom express,furniture,ev bike,express,north,rainy,95.4,46.4,01:45:00 PM,01:02:00 PM,yes,delayed,3,666.11
17-10-2025,1961410,blue dart,groceries,bike,same day,north,hot,140.5,41.4,01:50:00 PM,01:05:00 PM,no,delivered,3,926.82
18-10-2025,1961500,xpressbees,groceries,van,same day,north,cold,91.5,8.9,01:55:00 PM,01:08:00 PM,no,delivered,5,584.32
19-10-2025,1961590,ecom express,documents,truck,standard,north,foggy,291.5,10.4,02:00:00 PM,01:11:00 PM,no,delivered,4,1488.73
20-10-2025,1961680,ekart,groceries,van,same day,west,stormy,56.8,2.6,02:05:00 PM,01:14:00 PM,no,delivered,4,391.83
21-10-2025,1961770,shadowfax,furniture,scooter,two day,east,cold,116.7,39.2,02:10:00 PM,01:17:00 PM,no,delivered,4,700.95
22-10-2025,1961860,amazon logistics,clothing,bike,standard,north,foggy,205.9,18.8,02:15:00 PM,01:20:00 PM,no,delivered,4,1085.9
23-10-2025,1961950,dhl,automobile parts,truck,same day,south,hot,81.6,39.9,02:20:00 PM,01:23:00 PM,no,delivered,5,627.73
24-10-2025,1962040,ekart,automobile parts,bike,express,central,hot,152.3,35.7,10:25:00 AM,10:22:00 AM,no,delivered,5,918.6
25-10-2025,1962130,dhl,fragile items,bike,same day,east,hot,216,42.2,10:30:00 AM, 10:25:00 AM,no,delivered,4,1306.54
26-10-2025,1962220,dhl,electronics,scooter,same day,west,stormy,288.4,24.7,10:30:00 AM,12:00:00 PM,yes,delayed,2,1616.16
27-10-2025,1962310,xpressbees,furniture,ev bike,same day,south,cold,162.9,40.8,10:35:00 AM, 10:29:00 AM,no,delivered,4,1036.99
28-10-2025,1962400,dhl,fragile items,bike,standard,central,foggy,219.1,46.4,10:40:00 AM,10:34:00 AM,no,delivered,4,1234.82
29-10-2025,1962490,dhl,groceries,scooter,same day,south,hot,242.6,39.5,11:45:00 AM, 11:08:00 AM,no,delivered,3,1431.59
30-10-2025,1962580,ecom express,documents,bike,same day,central,rainy,105.1,8.7,11:50:00 AM,12:00:00 PM,yes,delayed,2,651.57
31-10-2025,1962670,shadowfax,pharmacy,truck,same day,east,clear,138,11.3,12:00:00 PM,11:52:00 AM,no,delivered,4,823.96
01-10-2025,1962760,ecom express,electronics,scooter,standard,west,hot,259.9,26.1,12:15:00 PM,12:07:00 PM,no,delivered,4,1377.71
02-10-2025,1962850,xpressbees,pharmacy,bike,two day,east,foggy,192.1,24.4,12:30:00 PM,12:13:00 PM,no,delivered,3,1033.67
03-10-2025,1962940,amazon logistics,furniture,scooter,standard,west,hot,6.3,34.2,12:45:00 PM,12:21:00 PM,no,delivered,4,133.95
04-10-2025,1963030,blue dart,cosmetics,scooter,standard,north,foggy,269.4,14.5,01:00:00 PM,12:47:00 PM,no,delivered,3,1390.59
05-10-2025,1963120,ecom express,cosmetics,bike,express,west,foggy,121.9,36.2,01:15:00 PM,12:45:00 PM,yes,delayed,2,768.13
06-10-2025,1963210,ecom express,furniture,van,standard,east,foggy,215.7,38.4,01:00:00 PM,12:55:00 PM,no,delivered,4,1193.7
07-10-2025,1963300,delhivery,pharmacy,truck,express,south,stormy,103.4,37.4,03:10:00 PM,03:10:00 PM,yes,delayed,2,679.11
08-10-2025,1963390,dhl,electronics,van,standard,west,rainy,158.5,30.8,03:25:00 PM,03:16:00 PM,no,delivered,5,884.99
09-10-2025,1963480,dhl,automobile parts,van,standard,west,rainy,146.3,39.1,03:35:00 PM,03:10:00 PM,no,delivered,4,848.8
10-10-2025,1963570,dhl,electronics,ev van,two day,west,rainy,21.3,42,03:50:00 PM,03:40:00 PM,no,delivered,4,232.5
11-10-2025,1963660,amazon logistics,automobile parts,scooter,same day,central,stormy,118.7,4,04:00:00 PM, 03:30:00 PM,no,delivered,4,705.41
12-10-2025,1963750,xpressbees,automobile parts,van,express,south,stormy,75.3,23.9,04:10:00 PM, 04:05:00 PM,yes,delayed,2,498.26
13-10-2025,1963840,blue dart,cosmetics,truck,express,north,cold,180,8.4,04:30:00 PM, 04:19:00 PM,no,delivered,4,975.05
14-10-2025,1963930,shadowfax,cosmetics,bike,express,east,hot,287.8,48.6,05:05:00 PM, 04:55:00 PM,yes,delayed,2,1632.72
15-10-2025,1964020,ecom express,electronics,ev van,same day,south,rainy,234.1,14.3,05:20:00 PM, 05:10:00 PM,yes,delayed,2,1313.49
16-10-2025,1964110,dhl,automobile parts,truck,standard,south,rainy,274,4.4,05:20:00 PM, 05:18:00 PM,no,delivered,5,1383.11
17-10-2025,1964200,ecom express,furniture,ev bike,standard,west,rainy,148.3,34.4,05:25:00 PM, 05:16:00 PM,no,delivered,5,844.64
18-10-2025,1964290,shadowfax,groceries,scooter,express,north,rainy,16.1,16.8,05:30:00 PM, 05:25:00 PM,yes,delayed,3,180.87
19-10-2025,1964380,ecom express,cosmetics,ev bike,standard,east,hot,74.2,6.4,06:00:00 PM, 05:40:00 PM,no,delivered,4,390.26
20-10-2025,1964470,ecom express,furniture,ev van,two day,east,stormy,144.8,28.6,06:15:00 PM, 06:10:00 PM,no,delivered,5,809.68
21-10-2025,1964560,delhivery,groceries,truck,express,north,rainy,108.4,7.9,06:30:00 PM, 06:28:00 PM,yes,delayed,3,615.58
22-10-2025,1964650,amazon logistics,documents,scooter,same day,west,hot,138.6,7.9,06:45:00 PM, 06:10:00 PM,no,delivered,5,816.55
23-10-2025,1964740,blue dart,clothing,ev bike,express,central,rainy,261.6,14.2,07:00:00 PM, 06:28:00 PM,yes,delayed,3,1400.63
24-10-2025,1964830,amazon logistics,automobile parts,ev van,standard,central,clear,4.9,18.9,07:15:00 PM, 07:10:00 PM,no,delivered,5,95.67
25-10-2025,1964920,amazon logistics,pharmacy,ev bike,express,central,foggy,64.2,49.4,07:30:00 PM, 07:15:00 PM,yes,delayed,3,519.26
26-10-2025,1965010,ekart,documents,truck,two day,north,clear,290.4,5.4,07:45:00 PM, 07:30:00 PM,no,delivered,5,1468.08
27-10-2025,1965100,delhivery,cosmetics,van,standard,south,hot,181.6,1.6,08:00:00 PM, 07:40:00 PM,no,delivered,4,912.8
28-10-2025,1965190,dhl,cosmetics,scooter,two day,east,foggy,111,36.3,08:15:00 PM, 08:10:00 PM,no,delivered,4,663.9
29-10-2025,1965280,ekart,clothing,ev bike,standard,east,stormy,61.4,34.7,08:30:00 PM, 08:28:00 PM,no,delivered,4,411.16
30-10-2025,1965370,fedex,clothing,van,same day,central,cold,129.3,1.8,08:45:00 PM, 08:30:00 PM,no,delivered,3,751.81
31-10-2025,1965460,delhivery,documents,scooter,same day,south,hot,242.9,31.1,09:00:00 PM, 08:28:00 PM,no,delivered,4,1407.68
01-10-2025,1965550,delhivery,electronics,van,same day,east,rainy,294.2,42.9,10:25:00 AM,12:00:00 PM,yes,delayed,3,1632.72
02-10-2025,1965640,dhl,fragile items,bike,standard,west,foggy,79.8,2.7,10:30:00 AM, 10:25:00 AM,no,delivered,4,407.07
03-10-2025,1965730,xpressbees,clothing,truck,same day,central,cold,241.9,36.4,10:30:00 AM,10:27:00 AM,no,delivered,4,1418.61
04-10-2025,1965820,ekart,fragile items,truck,standard,west,foggy,12.6,47.3,10:35:00 AM, 10:29:00 AM,no,delivered,5,204.75
05-10-2025,1965910,ekart,furniture,van,same day,west,cold,225.7,43.5,10:40:00 AM,12:00:00 PM,yes,delayed,2,1358.97
06-10-2025,1966000,blue dart,clothing,ev bike,two day,central,stormy,252.9,14,11:45:00 AM, 11:08:00 AM,no,delivered,5,1306.59
07-10-2025,1966090,ekart,fragile items,truck,two day,central,stormy,92.3,33,11:50:00 AM,11:41:00 AM,no,delivered,5,560.47
08-10-2025,1966180,ekart,clothing,van,express,central,stormy,212.1,12.4,12:00:00 PM,11:52:00 AM,yes,delayed,3,1147.76
09-10-2025,1966270,ekart,automobile parts,ev bike,same day,west,cold,288.8,41,12:15:00 PM,12:07:00 PM,no,delivered,4,1632.72
10-10-2025,1966360,dhl,electronics,bike,standard,south,stormy,199.5,26.5,12:30:00 PM,12:13:00 PM,no,delivered,5,1077.12
11-10-2025,1966450,ekart,pharmacy,truck,same day,north,foggy,178.2,31.2,12:45:00 PM,12:21:00 PM,no,delivered,5,1084.6
12-10-2025,1966540,xpressbees,documents,bike,same day,west,foggy,25.7,15.9,01:00:00 PM,12:47:00 PM,no,delivered,5,276.32
13-10-2025,1966630,dhl,furniture,truck,standard,west,stormy,66,39.3,01:15:00 PM,12:45:00 PM,no,delivered,4,447.84
14-10-2025,1966720,xpressbees,fragile items,bike,two day,west,rainy,82.4,7.8,01:00:00 PM,12:55:00 PM,no,delivered,3,435.43
15-10-2025,1966810,shadowfax,fragile items,ev van,express,north,hot,50.6,35.9,03:10:00 PM,03:10:00 PM,yes,delayed,3,410.64
